,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,amplitude_cutoff
221,22957,0.13206244200808567,0.10362694300518134,7.7250028982986985,1.4293139739024514,13,0.8976528400762548,3,0.0006964697688590954
222,2701,0.015537773048039352,0.02072538860103627,7.1980842245601835,15.885298611793619,2,1.0,1,0.0
223,1696,0.009756409881330893,0.02072538860103627,12.26314249543636,0.0,0,0.0,0,0.0
224,1942,0.011171549522137142,0.02072538860103627,11.784018913946682,46.09325301579658,3,0.0,0,0.0
225,34450,0.19817707571453375,0.14507772020725387,6.818454916963742,2.7829855989237187,57,1.0,19,0.00017413512885999536
226,824,0.004740142536684349,0.02072538860103627,9.614881673653066,341.3658903342026,4,1.0,1,0.0
227,11245,0.06468798886531008,0.12435233160621761,17.5801894534623,1.8329711422006878,4,0.0,0,0.0
228,73669,0.42378830162014475,0.35233160621761656,10.600230505071169,0.49113720924241683,46,0.32510866690103135,17,0.0003663699522362136
229,8186,0.04709078495788602,0.02072538860103627,10.397011451025431,15.564801280084122,18,1.0,3,0.01586919932676124
230,16062,0.09239826386434953,0.08290155440414508,7.611827353860075,1.5722201307369434,7,0.0,0,0.0
231,978,0.005626042962229724,0.02072538860103627,18.549847498098185,60.581056963722226,1,0.0,0,0.00508646998982706
232,1258,0.0072367710086758625,0.02072538860103627,10.35779295343339,36.61451397156063,1,0.0,0,0.0
233,256690,1.4766349365794968,0.5595854922279793,10.047254338887468,0.6437359108127988,732,0.4587553206933619,268,0.0
234,6912,0.03976197234655609,0.04145077720207254,12.181204031661988,7.277100072650534,6,1.0,2,0.0
235,913,0.005252123951447586,0.02072538860103627,10.721657423966256,0.0,0,0.0,0,0.0
236,1889,0.010866661713345552,0.02072538860103627,15.39867843989852,0.0,0,0.0,0,0.0
