3581,55,5,275,10,9,covariance_eigh
1843,55,5,275,10,7,covariance_eigh
1581,55,5,275,10,7,covariance_eigh
1812,55,5,275,10,8,covariance_eigh
1995,55,5,275,10,7,covariance_eigh
1768,55,5,275,10,6,covariance_eigh
1358,55,5,275,10,7,covariance_eigh
1078,55,5,275,10,5,covariance_eigh
1257,55,5,275,10,6,covariance_eigh
1153,55,5,275,10,8,covariance_eigh
1236,55,5,275,10,5,covariance_eigh
1284,55,5,275,10,12,covariance_eigh
1842,55,5,275,10,7,covariance_eigh
1141,55,5,275,10,8,covariance_eigh
1835,55,5,275,10,9,covariance_eigh
1097,55,5,275,10,6,covariance_eigh
1108,55,5,275,10,6,covariance_eigh
1245,55,5,275,10,10,covariance_eigh
1120,55,5,275,10,7,covariance_eigh
1216,55,5,275,10,9,covariance_eigh
1335,55,5,275,10,7,covariance_eigh
1167,55,5,275,10,7,covariance_eigh
1456,55,5,275,10,9,covariance_eigh
1265,55,5,275,10,6,covariance_eigh
3146,55,5,275,10,7,covariance_eigh
1298,55,5,275,10,8,covariance_eigh
3403,55,5,275,10,8,covariance_eigh
1279,55,5,275,10,7,covariance_eigh
4199,55,5,275,10,8,covariance_eigh
2611,55,5,275,10,6,covariance_eigh
2741,55,5,275,10,7,covariance_eigh
2108,55,5,275,10,7,covariance_eigh
2347,55,5,275,10,7,covariance_eigh
2844,55,5,275,10,10,covariance_eigh
1498,55,5,275,10,9,covariance_eigh
2873,55,5,275,10,11,covariance_eigh
1484,55,5,275,10,9,covariance_eigh
2295,55,5,275,10,9,covariance_eigh
2062,55,5,275,10,6,covariance_eigh
1295,55,5,275,10,8,covariance_eigh
3122,55,5,275,10,10,covariance_eigh
1293,55,5,275,10,8,covariance_eigh
3543,55,5,275,10,9,covariance_eigh
1141,55,5,275,10,8,covariance_eigh
3657,55,5,275,10,11,covariance_eigh
1078,55,5,275,10,5,covariance_eigh
4276,55,5,275,10,13,covariance_eigh
1127,55,5,275,10,7,covariance_eigh
2918,55,5,275,10,7,covariance_eigh
1110,55,5,275,10,7,covariance_eigh
4659,55,5,275,10,12,covariance_eigh
1092,55,5,275,10,6,covariance_eigh
3020,55,5,275,10,9,covariance_eigh
1111,55,5,275,10,7,covariance_eigh
5715,55,4,220,10,11,covariance_eigh
1125,55,5,275,10,7,covariance_eigh
4530,55,4,220,10,9,covariance_eigh
1111,55,5,275,10,7,covariance_eigh
1092,55,5,275,10,6,covariance_eigh
6105,55,4,220,10,12,covariance_eigh
2062,55,5,275,10,5,covariance_eigh
5735,55,4,220,10,12,covariance_eigh
2092,55,5,275,10,7,covariance_eigh
3208,55,5,275,10,7,covariance_eigh
2043,55,5,275,10,5,covariance_eigh
3197,55,5,275,10,7,covariance_eigh
1106,55,5,275,10,6,covariance_eigh
3638,55,5,275,10,4,covariance_eigh
1076,55,5,275,10,5,covariance_eigh
3687,55,5,275,10,5,covariance_eigh
1092,55,5,275,10,6,covariance_eigh
5875,55,5,275,10,8,covariance_eigh
1073,55,5,275,10,5,covariance_eigh
